quadratID,easting,northing
bue_1_1,294544.702,4708542.946
bue_1_2,294536.7464,4708533.579
bue_2_1,295081.6328,4708494.625
bue_2_10,294474.8642,4708312.039
bue_2_11,294415.8977,4708262.939
bue_2_12,294285.122,4708196.07
bue_2_2,295016.943,4708478.455
bue_2_3,294932.641,4708487.356
bue_2_4,294915.9651,4708478.388
bue_2_5,294890.5292,4708465.29
bue_2_6,294787.5627,4708446.577
bue_2_7,294614.2277,4708386.47
bue_2_8,294534.1259,4708350.964
bue_2_9,294489.0529,4708317.176
bue_3_1,294450.2634,4708227.026
bue_3_2,294987.6419,4708307.508
bue_4_1,294211.6152,4708078.396
bue_5_1,294885.0552,4708029.828
bue_6_1,294777.1033,4708119.034
bue_6_2,294737.8697,4708110.791
bue_7_1,294661.9215,4708017.536
bue_8_1,294901.5797,4707969.757
bue_8_2,294313.4649,4707988.486
bue_8_3,294238.2003,4707993.758
